d/t, 0.2m, 0.2025m, 0.205m, 0.2075m, 0.21m, 0.2125m, 0.215m, 0.2175m, 0.22m, 0.2225m, 0.225m, 0.2275m, 0.23m, 0.2325m, 0.235m, 0.2375m, 0.24m, 0.2425m, 0.245m, 0.2475m, 0.25m, 0.2525m, 0.255m, 0.2575m, 0.26m, 0.2625m, 0.265m, 0.2675m, 0.27m, 0.2725m, 0.275m, 0.2775m, 0.28m, 0.2825m, 0.285m, 0.2875m, 0.29m, 0.2925m, 0.295m, 0.2975m, 0.3m, 0.3025m, 0.305m, 0.3075m, 0.31m, 0.3125m, 0.315m, 0.3175m, 0.32m, 0.3225m, 0.325m, 0.3275m, 0.33m, 0.3325m, 0.335m, 0.3375m, 0.34m, 0.3425m, 0.345m, 0.3475m, 0.35m, 0.3525m, 0.355m, 0.3575m, 0.36m, 0.3625m, 0.365m, 0.3675m, 0.37m, 0.3725m, 0.375m, 0.3775m, 0.38m, 0.3825m, 0.385m, 0.3875m, 0.39m, 0.3925m, 0.395m, 0.3975m, 0.4m, 0.4025m, 0.405m, 0.4075m, 0.41m, 0.4125m, 0.415m, 0.4175m, 0.42m, 0.4225m, 0.425m, 0.4275m, 0.43m, 0.4325m, 0.435m, 0.4375m, 0.44m, 0.4425m, 0.445m, 0.4475m, 0.45m, 0.4525m, 0.455m, 0.4575m, 0.46m, 0.4625m, 0.465m, 0.4675m, 0.47m, 0.4725m, 0.475m, 0.4775m, 0.48m, 0.4825m, 0.485m, 0.4875m, 0.49m, 0.4925m, 0.495m, 0.4975m, 0.5m, 0.5025m, 0.505m, 0.5075m, 0.51m, 0.5125m, 0.515m, 0.5175m, 0.52m, 0.5225m, 0.525m, 0.5275m, 0.53m, 0.5325m, 0.535m, 0.5375m, 0.54m, 0.5425m, 0.545m, 0.5475m, 0.55m, 0.5525m, 0.555m, 0.5575m, 0.56m, 0.5625m, 0.565m, 0.5675m, 0.57m, 0.5725m, 0.575m, 0.5775m, 0.58m, 0.5825m, 0.585m, 0.5875m, 0.59m, 0.5925m, 0.595m, 0.5975m, 0.6m, 0.6025m, 0.605m, 0.6075m, 0.61m, 0.6125m, 0.615m, 0.6175m, 0.62m, 0.6225m, 0.625m, 0.6275m, 0.63m, 0.6325m, 0.635m, 0.6375m, 0.64m, 0.6425m, 0.645m, 0.6475m
124, 450.9468, 292.959, 268.479, 327.466, 205.9733, 122.5887, 186.5529, 214.1331, 166.2077, 128.9961, 172.0727, 69.2965, 144.7791, 42.0595, 126.4634, 184.4804, 129.4025, 97.2677, 186.0753, 171.4934, 108.6876, 88.6397, 93.3006, 185.1945, 125.1, 68.542, 194.0026, 85.0, 176.7088, 190.0658, 181.1353, 94.4299, 189.7077, 135.665, 82.7103, 114.7258, 211.1232, 152.8561, 64.7611, 84.0238, 148.9463, 121.0165, 88.6172, 26.3059, 139.0899, 150.7647, 111.162, 104.2353, 75.71, 111.3598, 72.8011, 81.0247, 31.5753, 102.6937, 111.072, 146.4411, 76.4003, 173.358, 94.0213, 194.3734, 152.0033, 49.5177, 167.6574, 207.7715, 183.962, 136.1947, 119.2812, 174.6425, 112.9469, 103.7111, 137.8006, 143.8923, 164.1585, 133.8432, 66.1287, 101.1237, 59.6154, 183.2075, 58.3095, 60.1332, 256.9124, 23.3238, 128.1405, 117.2732, 159.176, 148.054, 118.596, 99.4636, 130.5527, 164.0122, 92.4392, 155.7241, 196.1148, 92.1954, 135.8013, 104.561, 185.9516, 179.6107, 56.0803, 71.8401, 179.2707, 98.0459, 84.7231, 68.3593, 30.8869, 81.0432, 137.7135, 29.1548, 42.0, 27.313, 60.1332, 96.566, 14.1421, 70.8802, 18.0278, 66.2193, 58.0517, 121.062, 34.0588, 24.1868, 123.6851, 82.0061, 64.846, 71.1758, 78.2432, 52.8015, 125.3196, 84.2021, 146.3489, 57.4891, 106.0424, 135.9596, 82.801, 130.269, 80.7775, 164.9242, 71.1969, 142.0563, 90.9725, 72.7805, 94.1913, 94.6414, 32.5576, 103.2279, 106.6677, 87.0057, 45.607, 135.5913, 125.6702, 95.2575, 101.8627, 110.8873, 141.0567, 73.7631, 161.1986, 114.6909, 118.6634, 37.2156, 39.2046, 132.0038, 45.0111, 58.0775, 48.0104, 37.2156, 34.9285, 34.9857, 17.0294, 70.214, 96.3328, 60.1664, 101.8332, 54.1202, 125.1599, 80.4984, 60.1332, 29.0689, 39.0, 48.8365, 70.4557, 93.4719
125, 517.5114, 359.2005, 306.4702, 262.962, 146.2942, 154.7966, 229.1419, 115.421, 106.9439, 86.764, 157.4579, 81.7068, 126.1784, 171.6566, 183.4394, 197.3069, 163.6826, 98.0816, 75.9276, 152.5418, 82.1523, 116.0172, 172.5399, 150.12, 118.7266, 125.6025, 44.0114, 72.111, 151.3275, 199.2486, 38.2099, 90.7855, 133.66, 181.1574, 68.6003, 117.1836, 112.272, 64.0, 117.3882, 193.145, 110.0227, 71.0634, 98.4784, 31.3847, 105.9292, 15.2643, 143.2201, 179.3544, 157.035, 135.7719, 207.0773, 137.6408, 89.0056, 57.2713, 162.6038, 104.0192, 35.1283, 101.2028, 79.1012, 123.9072, 110.1363, 119.2183, 172.0029, 127.3106, 139.9786, 157.0127, 147.0, 106.0424, 102.8008, 77.8203, 38.0, 56.3028, 119.8541, 125.0, 126.9094, 152.5942, 214.1588, 137.6154, 141.8344, 63.5059, 121.499, 169.1686, 184.1005, 148.9497, 125.1, 109.2383, 55.4707, 169.9441, 113.6002, 37.6563, 143.9618, 66.7083, 91.022, 102.5524, 49.5177, 179.2122, 67.2309, 74.4648, 115.9526, 100.0, 64.6607, 124.5351, 105.7213, 62.9365, 34.0588, 61.8142, 99.368, 76.243, 121.8236, 105.622, 102.2008, 107.0794, 64.3506, 33.121, 20.2485, 93.0376, 19.799, 78.6384, 10.0, 64.846, 96.4624, 28.4253, 23.0217, 58.258, 47.1699, 52.469, 27.1662, 37.0135, 46.1411, 36.0694, 96.2601, 76.2758, 95.462, 126.5899, 128.8914, 68.884, 107.7033, 51.0882, 124.3382, 120.337, 60.208, 59.3633, 108.4666, 62.2415, 113.4416, 92.4392, 131.2288, 47.8017, 103.1601, 84.3801, 97.1288, 44.2041, 48.8365, 115.9655, 77.3886, 127.2871, 30.0, 53.0377, 34.6699, 84.0119, 62.0322, 22.3607, 125.1319, 13.6015, 128.1913, 44.0454, 184.1005, 168.003, 94.255, 10.0499, 93.4345, 151.1688, 38.2884, 80.9938, 115.9181, 77.9872, 99.7447, 15.2315, 43.9318, 109.6038
126, 477.3301, 352.0597, 246.5461, 259.8557, 339.7543, 165.605, 144.1562, 124.0161, 145.3444, 142.1443, 49.6488, 152.7645, 138.4377, 122.4827, 96.6075, 110.3177, 130.6484, 35.6931, 159.154, 89.8109, 204.5018, 85.703, 68.0294, 147.411, 94.6414, 102.5329, 117.047, 166.5953, 134.0336, 135.5655, 201.0398, 181.7938, 223.4032, 75.6637, 183.8614, 86.209, 71.0, 97.5141, 177.7892, 197.0406, 65.146, 149.0034, 85.276, 150.2964, 132.2573, 87.9659, 122.3315, 115.9353, 179.6218, 52.0096, 156.0801, 50.2494, 130.2498, 122.711, 100.4241, 172.4094, 209.4684, 169.1449, 173.9224, 133.2066, 193.7679, 125.2078, 55.3624, 145.7738, 252.5173, 143.5862, 152.7416, 170.4494, 188.9047, 123.2396, 61.0737, 115.2606, 155.7081, 152.4336, 89.822, 217.9748, 155.4381, 256.632, 141.0319, 67.2681, 133.5215, 31.5753, 147.7329, 34.4093, 46.6905, 75.9276, 173.0722, 110.1635, 47.0, 100.9752, 98.4937, 99.3227, 110.4536, 8.4853, 67.9559, 80.6226, 179.1201, 106.9205, 91.2195, 74.4043, 110.2089, 101.9117, 102.1225, 85.7963, 42.0119, 158.619, 38.3275, 50.2494, 15.6525, 89.0225, 15.2971, 12.0416, 94.3027, 40.2616, 21.3776, 45.5412, 108.2312, 38.1838, 56.5685, 85.44, 77.8267, 127.5657, 133.8245, 59.6825, 25.0799, 57.0, 79.4796, 78.1601, 57.6281, 93.0591, 69.2604, 48.3839, 104.3456, 106.1697, 48.0833, 100.6578, 73.1095, 42.9418, 84.8999, 128.4718, 132.9248, 112.0714, 120.4159, 157.0796, 146.1848, 92.5419, 82.365, 19.3132, 89.1852, 64.56, 86.6833, 44.2832, 131.7346, 108.5587, 130.6139, 92.6553, 85.4751, 158.5181, 26.2488, 92.0054, 52.8867, 60.4152, 48.3322, 42.72, 83.4386, 132.5179, 17.1172, 117.2391, 80.6536, 118.3385, 70.8378, 76.3217, 29.9666, 67.2681, 47.1275, 70.8378, 48.9183, 67.624, 49.8197, 50.2096
127, 439.3233, 289.3061, 247.9133, 217.6074, 198.5951, 263.7745, 199.7523, 137.6408, 106.0189, 134.2386, 211.6034, 62.6259, 176.9181, 69.3542, 119.6202, 124.92, 108.8944, 27.8568, 123.0447, 209.0861, 104.3072, 140.4315, 130.545, 161.6045, 138.0, 184.201, 82.0975, 74.3303, 92.2822, 173.4878, 60.8276, 157.8417, 194.4865, 128.4134, 101.5332, 67.3573, 199.4843, 199.6848, 246.5198, 128.8449, 106.8925, 71.5542, 98.9798, 97.0464, 194.7948, 84.0119, 163.1104, 82.9759, 60.4649, 120.5031, 130.4646, 133.6338, 229.4363, 179.8694, 227.0551, 66.7308, 108.1665, 166.0873, 98.8433, 75.8024, 47.2017, 174.1551, 129.7998, 147.611, 49.93, 151.8321, 126.2537, 130.9198, 84.8646, 133.0038, 189.842, 86.6487, 113.2254, 144.2498, 99.0404, 44.5533, 40.2492, 70.5762, 69.3542, 98.4784, 161.9877, 144.2221, 80.8084, 127.6636, 63.3482, 71.5891, 133.7199, 69.2026, 151.2217, 58.1378, 50.1199, 156.237, 108.3005, 110.3087, 91.0494, 83.2406, 84.1724, 122.7844, 115.0174, 72.9452, 24.0, 65.7875, 140.9113, 73.5527, 54.4059, 64.8999, 104.7091, 74.8465, 66.9104, 49.0408, 70.3491, 72.4017, 97.7548, 69.3758, 83.0241, 61.8547, 171.968, 129.2826, 94.8314, 11.3137, 58.8303, 28.2312, 59.8415, 34.4819, 41.7732, 25.0, 9.0, 3.1623, 35.0143, 92.6553, 66.468, 105.3945, 36.7967, 77.6209, 90.7579, 144.4507, 68.0294, 99.93, 76.1577, 122.8007, 26.0192, 101.0198, 31.7648, 75.2861, 180.3607, 57.0088, 59.4054, 116.709, 126.6689, 48.0521, 125.9365, 76.922, 26.0192, 81.1542, 57.4891, 69.2604, 113.1724, 36.4005, 46.0109, 28.7924, 91.6624, 162.2621, 47.1699, 97.0, 104.4462, 127.5343, 50.9117, 93.0054, 144.059, 34.0588, 27.5136, 61.0082, 59.0339, 70.2922, 155.4156, 129.8653, 55.0727, 53.1507, 38.4708, 73.2393
128, 351.0969, 348.3002, 270.2665, 241.5988, 167.0269, 192.9249, 209.9762, 137.8768, 161.4001, 150.0833, 128.7051, 62.6418, 63.0635, 21.0238, 136.7406, 201.2958, 110.2089, 147.3228, 127.122, 111.8302, 148.2161, 52.3927, 132.9097, 148.6607, 55.0091, 130.6331, 77.201, 184.2607, 163.4166, 99.0051, 158.4045, 103.0437, 165.0757, 86.8332, 93.723, 144.6409, 54.0, 184.4587, 99.0808, 195.041, 141.8732, 122.711, 87.8237, 180.0555, 136.1249, 131.928, 185.2836, 91.2195, 214.4015, 125.016, 120.1041, 91.444, 130.05, 113.4637, 79.0569, 85.8021, 147.0136, 115.5725, 95.2733, 134.0149, 124.5351, 120.6524, 137.3208, 61.6198, 165.1938, 193.8376, 70.7248, 197.5905, 130.361, 103.4698, 207.2511, 106.2121, 180.6239, 149.7899, 113.7717, 123.7942, 79.0569, 152.1611, 36.1386, 146.6595, 188.0425, 92.4392, 143.8367, 72.2011, 144.4749, 130.5986, 86.9253, 47.0106, 78.2624, 168.2379, 100.2247, 82.0, 96.8297, 92.8493, 102.1763, 22.0227, 61.0737, 130.7364, 140.8013, 68.2642, 81.4985, 96.7988, 83.1925, 23.3452, 24.3516, 91.9239, 68.1175, 84.1724, 41.7612, 18.0278, 111.8302, 22.0, 97.0824, 62.8013, 103.7545, 73.5731, 60.075, 24.0, 33.2415, 8.6023, 85.235, 103.2327, 86.8332, 89.2693, 59.397, 34.9285, 121.6059, 66.3702, 60.208, 62.2415, 42.0119, 89.0505, 160.2061, 41.1096, 144.2221, 111.6468, 73.3485, 40.8044, 23.0868, 105.3043, 96.0208, 53.4135, 107.4802, 49.679, 80.5295, 43.0116, 95.0789, 88.295, 47.5395, 90.1998, 19.105, 140.0357, 77.8974, 60.208, 128.8914, 82.5651, 66.3702, 110.6391, 83.2586, 48.0208, 82.4621, 109.5536, 119.8165, 9.2195, 106.6771, 73.4098, 53.7587, 76.4853, 119.0504, 69.1158, 65.7419, 21.0, 75.2396, 68.4763, 28.3196, 23.0217, 75.2861, 83.5703, 54.0833, 20.8087
129, 413.2082, 403.2195, 343.9215, 261.8396, 274.0073, 229.1397, 220.6173, 127.1928, 98.4784, 201.2014, 106.6068, 165.0, 126.2458, 88.0057, 69.814, 161.9012, 169.1065, 99.363, 96.4624, 126.8464, 190.4652, 137.9058, 244.7693, 134.0336, 145.8904, 116.1809, 76.9025, 156.4161, 165.8945, 134.8258, 81.3941, 150.12, 149.0034, 86.2786, 132.7742, 223.1098, 151.1192, 129.0969, 156.9235, 82.28, 68.0955, 142.8006, 200.8009, 233.5487, 201.4448, 120.4159, 97.6524, 147.2583, 182.9371, 102.1763, 176.3888, 166.6283, 146.1848, 132.9662, 123.065, 150.8642, 78.032, 68.2422, 101.9804, 110.3087, 189.0952, 98.6712, 165.3602, 95.2103, 155.0806, 55.0818, 130.9695, 81.8352, 104.8046, 161.9691, 118.0042, 172.2614, 116.6748, 75.1066, 158.4929, 134.618, 134.1641, 141.7921, 135.6355, 100.08, 136.2975, 39.5601, 105.3091, 100.3045, 145.3616, 149.7531, 73.0, 88.6172, 80.2247, 55.6058, 124.0363, 40.3113, 137.2953, 43.566, 89.1852, 26.2488, 153.2873, 65.4599, 132.0189, 137.8441, 139.0036, 10.0, 38.0132, 125.6065, 12.0416, 68.4763, 64.0312, 70.8025, 121.8277, 55.3624, 25.0799, 119.2183, 51.264, 46.5188, 86.4002, 41.5933, 91.6788, 15.6525, 100.7174, 31.1127, 81.4125, 50.9215, 27.2947, 24.8395, 29.6816, 150.12, 112.45, 32.7567, 77.7946, 40.3113, 32.1403, 97.949, 93.9202, 38.6005, 77.9359, 75.1332, 68.8767, 65.7343, 62.2656, 136.5284, 129.0039, 104.2785, 64.0312, 98.9949, 114.8085, 109.4166, 77.0584, 53.0754, 45.1221, 77.0, 105.0, 124.1974, 93.5361, 27.074, 98.1275, 34.0147, 62.1691, 21.095, 27.8568, 97.0824, 124.3382, 58.4209, 21.5407, 106.2309, 108.5219, 56.7979, 52.0865, 12.53, 38.2099, 68.6586, 37.1214, 72.9178, 93.5361, 78.7718, 34.4384, 83.3847, 27.6586, 52.2398, 132.0757, 114.0614
130, 438.9852, 245.4221, 265.2169, 332.0994, 204.9, 134.4024, 190.0658, 213.4127, 189.5284, 142.3517, 69.2315, 169.5317, 165.9518, 167.9077, 94.7629, 91.214, 57.0351, 146.4923, 104.4031, 145.8904, 170.0618, 70.0, 157.156, 113.4416, 241.1016, 133.015, 148.4082, 118.9832, 94.8103, 94.5304, 115.3646, 158.8081, 208.0793, 108.2266, 89.9444, 162.8158, 98.0816, 112.0714, 180.7097, 115.2476, 95.7183, 118.1905, 155.4252, 165.1575, 103.2473, 177.2935, 81.8596, 115.1694, 143.5618, 101.843, 155.6567, 112.5389, 114.1797, 122.8088, 68.6222, 138.9172, 131.4838, 191.0864, 214.1121, 189.5257, 72.8011, 124.8879, 72.6705, 154.5089, 77.8332, 75.2396, 208.0865, 70.1783, 95.2575, 102.0833, 147.7329, 170.6956, 57.9741, 61.3922, 90.824, 115.9655, 151.2085, 74.4648, 81.0247, 99.7246, 23.5372, 173.6232, 148.2228, 109.4166, 162.3484, 126.0992, 63.0, 213.6937, 113.2166, 58.6686, 75.6108, 133.7236, 97.4166, 109.1238, 146.8741, 140.1856, 61.2209, 115.7325, 98.5951, 134.2386, 9.2195, 138.1014, 91.2853, 44.1475, 84.0119, 72.6223, 69.2315, 36.1248, 59.0593, 113.864, 57.0088, 59.1354, 25.632, 125.032, 55.9017, 13.3417, 59.203, 144.2221, 29.1204, 109.3846, 92.4175, 42.0476, 68.0074, 45.6946, 111.0, 85.44, 41.7732, 81.8841, 86.4002, 108.8531, 39.2938, 62.0322, 68.0, 14.8661, 56.7274, 88.955, 75.1798, 71.218, 49.98, 58.5235, 25.2389, 70.406, 106.4002, 135.4474, 8.2462, 52.2015, 103.7882, 46.1411, 16.6433, 78.848, 14.3178, 73.1095, 39.9249, 109.6586, 91.4385, 102.5524, 25.0, 82.8553, 87.7268, 54.4059, 135.3514, 40.7063, 82.4621, 7.0, 61.7738, 174.9514, 80.604, 12.53, 77.5242, 56.2228, 32.573, 114.3897, 81.1542, 68.4471, 38.0132, 146.7106, 87.2353, 66.0379, 95.7758, 75.0267
131, 395.7386, 356.5011, 297.0539, 190.5203, 232.8197, 130.9198, 191.0942, 192.2004, 145.4132, 64.4127, 183.8614, 146.4001, 155.3222, 230.4127, 234.8042, 134.2013, 160.0656, 157.1146, 83.1865, 199.0226, 146.5094, 121.499, 109.9864, 138.2353, 67.897, 59.8415, 98.4937, 147.6787, 144.17, 105.4182, 111.79, 169.1892, 142.0774, 259.4937, 188.5338, 95.352, 147.3126, 92.4554, 174.2642, 121.2642, 181.7058, 52.4976, 195.5326, 76.4199, 107.6708, 174.3932, 153.5741, 120.4159, 205.0098, 127.3499, 70.7107, 124.5793, 177.1807, 131.7118, 115.0391, 150.8642, 156.1698, 77.1298, 111.8302, 89.2749, 115.1564, 120.9339, 80.0562, 88.7694, 74.3303, 69.6419, 91.6624, 203.6664, 77.8781, 148.9228, 197.0228, 165.0757, 139.9428, 82.28, 145.0552, 51.8556, 113.2828, 116.3873, 137.6735, 184.8378, 94.0213, 63.5059, 102.3132, 90.2718, 44.2719, 138.0326, 115.9526, 87.9204, 72.6705, 150.0, 115.4123, 84.0536, 34.0588, 65.9697, 181.8928, 126.3843, 8.0623, 67.1193, 50.2494, 45.0, 83.8153, 113.2166, 129.769, 77.1038, 29.1204, 71.4213, 35.171, 88.0057, 89.8999, 35.7771, 102.3181, 84.6463, 152.7383, 45.3431, 76.3217, 94.3398, 110.752, 116.0689, 99.8248, 42.107, 82.8553, 45.0, 116.619, 77.1038, 165.6533, 72.2496, 107.3359, 94.1488, 53.1601, 133.7759, 67.0671, 88.5664, 92.6337, 64.1249, 140.1214, 53.6656, 139.4023, 51.4782, 25.0599, 95.3362, 160.1031, 152.6106, 65.192, 68.6222, 21.4709, 108.8118, 51.8556, 38.2753, 95.8175, 34.7851, 116.1034, 100.1699, 46.0977, 51.8941, 201.9728, 67.4685, 15.6525, 87.6584, 47.676, 35.7351, 73.3485, 48.9183, 226.1084, 146.7583, 119.6328, 125.5428, 92.3093, 13.0, 103.1746, 38.0132, 53.7122, 63.2851, 56.356, 24.5967, 39.3192, 100.6876, 140.207, 94.7259, 65.7951, 56.4004
132, 303.1468, 383.9401, 300.8322, 288.6001, 221.3346, 308.5984, 165.0121, 238.3799, 209.0024, 179.0475, 302.0761, 117.8346, 133.4616, 161.8394, 88.295, 214.1612, 147.7329, 116.7262, 38.4708, 115.395, 170.0029, 86.8332, 114.5426, 56.921, 102.6158, 122.9187, 140.716, 65.2993, 139.807, 187.2165, 34.4093, 96.8814, 133.6451, 88.5268, 166.1385, 145.9897, 181.2402, 114.6211, 166.012, 172.4094, 110.0227, 251.0856, 148.5564, 105.8017, 105.3423, 53.7122, 262.0687, 120.9504, 196.9568, 105.4751, 132.6537, 142.1302, 122.5398, 161.7189, 150.3762, 116.1809, 255.0176, 141.0567, 42.2019, 101.9804, 189.1904, 65.7419, 62.3939, 159.3895, 142.2849, 191.0105, 74.2024, 107.8378, 37.5366, 110.4762, 99.1262, 107.5407, 59.6154, 173.8333, 155.5538, 32.6497, 83.5464, 192.8549, 103.5761, 82.0731, 177.5979, 53.3104, 66.4078, 88.1419, 84.0595, 80.3057, 45.0111, 139.2623, 159.706, 46.8722, 105.1713, 83.0963, 109.4029, 94.4299, 134.6291, 75.6042, 116.9273, 82.0, 73.3553, 153.8441, 158.9371, 73.4098, 130.6139, 52.8015, 79.3221, 61.2209, 232.6478, 42.72, 129.8769, 32.7567, 138.5713, 93.1343, 64.6375, 66.0984, 48.1041, 70.6824, 55.7315, 106.6208, 17.2047, 104.9571, 59.9083, 36.3593, 33.541, 82.4197, 64.0781, 31.1448, 107.2007, 93.5361, 38.9487, 90.6091, 71.5612, 53.2635, 78.7909, 74.6525, 85.44, 25.7099, 152.5025, 120.9049, 86.539, 123.6649, 72.2011, 70.9366, 110.6029, 95.5196, 93.3381, 76.1577, 130.6139, 33.2866, 62.8013, 42.2966, 182.8497, 32.0156, 75.3127, 100.2397, 65.215, 73.0, 41.7732, 74.5453, 66.1891, 73.7902, 159.3142, 43.1856, 134.3801, 52.8867, 57.0088, 131.0343, 112.3788, 68.942, 59.9083, 103.5857, 34.3657, 70.4557, 84.5044, 86.406, 5.6569, 78.4474, 51.1566, 50.6063, 98.0816, 50.0
133, 471.6015, 322.9814, 330.4073, 263.1539, 307.6573, 236.9072, 215.8078, 110.5486, 205.3728, 225.08, 146.9864, 90.5539, 143.6175, 184.3909, 149.8332, 177.792, 97.2008, 205.2754, 103.2473, 140.6627, 162.2498, 52.3927, 143.5688, 120.0167, 141.651, 284.7824, 251.1991, 145.4991, 90.2718, 74.4312, 164.2224, 91.9239, 187.0321, 130.6331, 171.677, 80.6536, 182.9235, 66.4906, 199.8224, 164.639, 130.269, 114.9826, 113.7453, 10.4403, 92.1954, 62.9682, 162.373, 192.3148, 63.6396, 133.6638, 65.146, 174.7341, 175.9233, 150.8642, 43.9318, 171.187, 85.1469, 103.4795, 95.8175, 116.6919, 105.4751, 162.6346, 140.1749, 184.4587, 133.5403, 180.754, 90.6863, 73.1095, 81.2527, 86.5332, 85.7555, 68.4251, 162.4438, 151.5388, 65.8559, 115.5206, 70.4557, 34.9285, 133.9589, 107.0047, 61.6604, 153.1829, 30.0832, 57.28, 144.4022, 83.7257, 180.6461, 30.4138, 150.9603, 199.3239, 103.0776, 115.5725, 68.0955, 86.8159, 6.0, 66.0681, 49.163, 41.0488, 38.1182, 76.2365, 72.0694, 74.3303, 134.7145, 94.3663, 79.1581, 97.5141, 66.6033, 85.44, 31.1127, 100.449, 103.7304, 90.471, 37.108, 95.4411, 100.1848, 76.0263, 56.8507, 39.8246, 85.1587, 93.4933, 40.3113, 107.0794, 49.0408, 143.2201, 110.6345, 118.596, 42.4264, 29.6142, 60.4649, 64.4981, 32.1403, 77.9295, 72.111, 9.8489, 68.0, 34.4819, 147.1768, 156.9235, 39.3954, 10.7703, 95.7079, 125.1958, 85.703, 53.8516, 125.3994, 83.006, 60.803, 44.7214, 165.0848, 98.737, 41.7732, 62.2896, 129.4025, 111.4002, 49.6488, 110.3902, 117.2732, 47.8017, 53.0094, 53.6004, 10.2956, 54.1295, 79.1202, 52.8867, 88.193, 29.2062, 87.046, 113.2828, 46.0977, 76.4788, 53.0754, 44.1814, 86.6833, 62.6498, 28.1603, 8.0623, 55.1725, 97.0824, 48.0208, 65.7343
134, 421.1615, 355.0014, 358.8036, 293.4706, 269.6164, 145.1206, 130.3572, 137.7861, 102.5524, 157.334, 113.1106, 115.7325, 173.104, 123.7134, 83.3847, 115.4123, 166.1114, 225.9956, 151.1622, 181.0028, 150.9205, 45.8803, 143.405, 184.6212, 83.5464, 163.3707, 145.8252, 179.0251, 114.7563, 122.5765, 162.7421, 143.1782, 103.8557, 132.5481, 186.561, 123.6932, 194.3296, 125.1759, 56.6392, 143.534, 160.5241, 165.614, 182.877, 109.0367, 139.4417, 109.9864, 140.3567, 73.9797, 148.0, 172.3079, 84.3445, 62.1691, 110.4762, 96.7988, 150.7481, 125.2078, 192.8238, 191.0, 121.0165, 132.246, 62.2656, 134.3726, 97.4936, 160.2623, 135.2479, 113.7409, 118.461, 99.0202, 77.026, 116.2755, 119.708, 142.0458, 92.0054, 72.8972, 24.0832, 137.1167, 92.1792, 107.9352, 29.0172, 108.6324, 137.1167, 114.7693, 127.4049, 59.9333, 162.6407, 85.7088, 136.5174, 46.0977, 138.8524, 107.3778, 111.3957, 73.5391, 147.9595, 151.5289, 129.8075, 67.0075, 75.8024, 68.7677, 62.0081, 69.2604, 48.3322, 61.0737, 60.5392, 182.1016, 120.7394, 49.6588, 36.8917, 127.1417, 80.0, 92.6337, 142.8741, 90.4268, 62.9365, 98.6813, 69.527, 18.3576, 40.6079, 48.4665, 96.026, 17.0, 54.5711, 73.736, 43.7379, 59.9416, 62.2013, 116.297, 39.4081, 88.7525, 46.3249, 64.1327, 13.3417, 17.2047, 84.5931, 113.4416, 117.4564, 117.4266, 125.3196, 180.6018, 54.5894, 89.0449, 164.2011, 137.8006, 193.2097, 20.8087, 120.6151, 17.2047, 113.7717, 33.2415, 62.0322, 115.0, 79.2086, 68.6222, 100.2098, 75.452, 87.2353, 85.44, 134.1827, 41.1461, 19.0263, 22.6716, 79.6304, 131.1373, 44.7772, 78.5175, 49.4975, 171.9651, 26.8328, 51.6236, 48.1664, 20.2237, 78.1025, 89.627, 30.4138, 71.0634, 18.4391, 71.5891, 21.6333, 63.5059, 21.0238, 105.3091
135, 484.0186, 333.006, 282.8516, 330.6509, 246.8684, 258.66, 98.4937, 175.3083, 175.6958, 125.3236, 127.2517, 147.7633, 184.1141, 166.355, 131.928, 114.9478, 86.4696, 163.7681, 112.4455, 123.9113, 189.0106, 169.6644, 99.6092, 86.4523, 132.3782, 106.7755, 177.4965, 220.7804, 197.7675, 204.0711, 136.7808, 157.867, 206.8647, 207.1835, 205.7693, 107.042, 63.2456, 134.1343, 73.7564, 102.2008, 154.6932, 129.0736, 53.7587, 157.0987, 72.0694, 95.2733, 136.7187, 101.8725, 176.6409, 184.3529, 166.0, 53.0754, 137.5391, 102.3963, 244.2048, 156.4257, 14.3178, 156.1858, 89.8053, 111.0405, 120.8056, 185.0027, 98.656, 98.7168, 178.6001, 197.5854, 55.9732, 97.0824, 227.1673, 98.1529, 157.0796, 104.8046, 173.954, 180.8867, 74.6324, 57.7235, 61.7171, 56.0, 100.3195, 147.1394, 116.7647, 177.0198, 72.2496, 173.0029, 130.9198, 73.3348, 120.1041, 139.431, 145.0, 74.1485, 79.925, 83.006, 63.2456, 114.057, 151.6047, 15.5242, 74.8465, 47.1275, 157.0032, 123.6649, 51.4198, 42.0476, 71.1969, 69.9214, 67.424, 49.5782, 7.0711, 65.307, 143.1782, 145.2481, 104.6231, 60.0333, 104.0769, 102.0049, 88.4138, 86.5852, 149.7732, 61.5873, 95.8019, 34.1321, 41.5933, 162.7421, 109.8089, 173.6433, 76.8375, 55.1543, 74.0, 31.4006, 69.6419, 137.9311, 73.4302, 57.3062, 118.6634, 102.45, 66.9403, 87.2067, 89.8109, 91.2414, 63.3246, 61.5224, 146.6492, 10.0, 83.6002, 121.9262, 66.0379, 38.6264, 122.4827, 125.3635, 119.4027, 106.066, 143.5618, 105.4751, 109.5901, 41.0366, 130.2459, 68.3593, 52.9245, 102.6158, 13.6015, 139.1402, 44.3847, 84.5931, 18.4391, 99.6243, 62.9365, 25.0, 114.8651, 43.9318, 36.7696, 93.9149, 60.4152, 51.7397, 33.5261, 78.1089, 57.0, 28.1603, 32.311, 62.9365, 77.0779, 97.9898
